productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extDescription,extEpicAction,extAspect,extCardType,extTraits,extCost,extPower,extHP,extArenaType,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName
605408,Death Space Skirmisher,Death Space Skirmisher,https://tcgplayer-cdn.tcgplayer.com/product/605408_200w.jpg,79,23956,https://cpt.tcgcsv.com/bbS6,2025-03-14T04:10:22.677,1,Common,217/262,"<strong>When Played:</strong> If you control another space unit, you may exhaust a unit.",,Cunning,Unit,Fighter;Underworld;Vehicle,3,3,3,Space,0.04,0.15,3.99,0.06,,Normal
605409,Fett's Firespray - Feared Silhouette,Fetts Firespray Feared Silhouette,https://tcgplayer-cdn.tcgplayer.com/product/605409_200w.jpg,79,23956,https://cpt.tcgcsv.com/cbS6,2025-03-14T04:10:22.677,1,Special,240/262,"<strong>When Played/On Attack:</strong> Deal 1 indirect damage to a player. If you control a Boba Fett <em>(as a unit, upgrade, or leader), deal 2 indirect damage instead. <em>(They assign unpreventable damage among their base and units.)</em>",,Villainy,Unit,Transport;Underworld;Vehicle,4,4,4,Space,1.64,2.24,9.99,1.97,,Normal
605410,Millennium Falcon - Get Out And Push,Millennium Falcon Get Out And Push,https://tcgplayer-cdn.tcgplayer.com/product/605410_200w.jpg,79,23956,https://cpt.tcgcsv.com/dbS6,2025-03-14T04:10:22.677,1,Special,249/262,"You may play or deploy 1 addition Pilot on this unit.
<br>
This unit gets +1/+0 for each Pilot on it.",,Heroism,Unit,Rebel;Transport;Vehicle,3,3,4,Space,2.6,3.2,12.99,3.04,,Normal
610302,Wedge Antilles - Leader of Red Squadron,Wedge Antilles Leader of Red Squadron,https://tcgplayer-cdn.tcgplayer.com/product/610302_200w.jpg,79,23956,https://cpt.tcgcsv.com/38V6,2025-03-14T04:10:22.677,2,Common,008/262,"Action [Exhaust]: Play a card from your hand using Piloting. It costs 1 less.
<br>
<strong>Deployed Leader Unit:</strong>
<br>
<strong>Piloting</strong> Attached unit is a leader unit.
<br>
<strong>When deployed as an upgrade:</strong> <strong>On Attack:</strong> The next Pilot card you play this turn costs 1 less. <em>(This includes Piloting costs)</em>","<strong>Epic Action:</strong> If you control 5 or more resources, choose one:
<br>
• Deploy this leader.
<br>
• Deploy this leader as an upgrade on a friendly Vehicle unit without a Pilot on it.",Command;Heroism,Leader,Rebel;Pilot,5,3 (+3),6 (+4),Ground,0.04,0.14,3.99,0.09,,Normal
610306,Jump to Lightspeed - Booster Pack,Jump to Lightspeed Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/610306_200w.jpg,79,23956,https://cpt.tcgcsv.com/88V6,2025-03-14T04:10:22.677,1,,,,,,,,,,,,3.99,4.96,6.9,4.48,,Normal
610308,Jump to Lightspeed - Booster Display,Jump to Lightspeed Booster Display,https://tcgplayer-cdn.tcgplayer.com/product/610308_200w.jpg,79,23956,https://cpt.tcgcsv.com/b8V6,2025-03-14T04:10:22.677,1,,,,,,,,,,,,59.99,81.23,139.99,64.96,,Normal
610310,Jump to Lightspeed - Booster Case,Jump to Lightspeed Booster Case,https://tcgplayer-cdn.tcgplayer.com/product/610310_200w.jpg,79,23956,https://cpt.tcgcsv.com/d8V6,2025-07-15T18:19:24.947,1,,,,,,,,,,,,406.18,435.0,699.99,411.27,,Normal
610312,Jump to Lightspeed - Prerelease Kit,Jump to Lightspeed Prerelease Kit,https://tcgplayer-cdn.tcgplayer.com/product/610312_200w.jpg,79,23956,https://cpt.tcgcsv.com/g8V6,2025-03-14T04:10:22.677,1,,,,,,,,,,,,18.99,23.88,43.96,22.83,,Normal
613970,Shuttle ST-149 - Under Krennic's Authority,Shuttle ST 149 Under Krennics Authority,https://tcgplayer-cdn.tcgplayer.com/product/613970_200w.jpg,79,23956,https://cpt.tcgcsv.com/qCW6,2025-03-14T04:10:22.677,1,Uncommon,242/262,"<strong>Shielded</strong> <em>(When you play this unit, give a Shield token to it.)</em>
<br><strong>When Played/When Defeated:</strong> You may take control of a token upgrade on a unit and attach it to a different eligible unit.",,Villainy,Unit,Imperial;Transport;Vehicle,4,3,4,Space,0.1,0.25,3.99,0.23,,Normal
613971,Landing Shuttle,Landing Shuttle,https://tcgplayer-cdn.tcgplayer.com/product/613971_200w.jpg,79,23956,https://cpt.tcgcsv.com/rCW6,2025-03-14T04:10:22.677,1,Common,063/262,<strong>When Defeated:</strong> You may draw a card.,,Vigilance,Unit,Imperial;Transport;Vehicle,3,2,4,Space,0.03,0.14,3.99,0.08,,Normal
613972,Director Krennic - On the Verge of Greatness,Director Krennic On the Verge of Greatness,https://tcgplayer-cdn.tcgplayer.com/product/613972_200w.jpg,79,23956,https://cpt.tcgcsv.com/sCW6,2025-03-14T04:10:22.677,1,Uncommon,032/262,"<strong>Shielded</strong> <em>(When you play this unit, give a Shield token to it.)</em>
<br>The first unit you play each round that has a ""<strong>When Defeated</strong>"" ability costs 1 less.",,Villainy,Unit,Imperial;Official,2,2,2,Ground,0.1,0.42,3.99,0.39,,Normal
613973,Grand Admiral Thrawn - ...How Unfortunate,Grand Admiral Thrawn How Unfortunate,https://tcgplayer-cdn.tcgplayer.com/product/613973_200w.jpg,79,23956,https://cpt.tcgcsv.com/tCW6,2025-03-14T04:10:22.677,2,Common,002/262,"<strong>When you use a ""When Defeated"" ability</strong>: You may exhaust this leader. If you do, use that ability again.
<br><br><strong>[Deployed Leader Unit]:</strong> When you use a ""When Defeated"" ability</strong>: You may use that ability again. Use this ability only once each round.","If you control 6 or more resources, deploy this leader.",Vigilance;Villainy,Leader,Imperial;Official,6,4,7,Ground,0.04,0.15,3.99,0.06,,Normal
614043,Jump to Lightspeed Carbonite Edition - Booster Display,Jump to Lightspeed Carbonite Edition Booster Display,https://tcgplayer-cdn.tcgplayer.com/product/614043_200w.jpg,79,23956,https://cpt.tcgcsv.com/TDW6,2025-03-14T04:10:22.677,1,,,,,,,,,,,,239.49,254.74,449.99,238.75,,Normal
614044,Jump to Lightspeed Carbonite Edition - Booster Pack,Jump to Lightspeed Carbonite Edition Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/614044_200w.jpg,79,23956,https://cpt.tcgcsv.com/VDW6,2025-03-14T04:10:22.677,1,,,,,,,,,,,,20.0,26.87,41.09,25.81,,Normal
614235,Quasar TIE Carrier,Quasar TIE Carrier,https://tcgplayer-cdn.tcgplayer.com/product/614235_200w.jpg,79,23956,https://cpt.tcgcsv.com/KJW6,2025-03-14T04:10:22.677,1,Common,243/262,<strong>On Attack:</strong> Create a TIE Fighter token.,,Villainy,Unit,Capital Ship;Imperial;Vehicle,6,5,7,Space,0.04,0.15,3.99,0.06,,Normal
614236,Independent Smuggler,Independent Smuggler,https://tcgplayer-cdn.tcgplayer.com/product/614236_200w.jpg,79,23956,https://cpt.tcgcsv.com/LJW6,2025-03-14T04:10:22.677,1,Common,211/262,"Raid 1 <em>(This unit gets +1/+0 while attacking.)</em>
<br><strong>Piloting</strong> [1, Cunning, Villainy]<em>(You may play this as an upgrade on a friendly Vehicle without a Pilot.)</em>
<br>
Attached unit gets Raid 1.",,Cunning,Unit,Underworld;Pilot,1,1 (+1),1 (+1),Ground,0.04,0.15,3.99,0.07,,Normal
614238,It's a Trap,Its a Trap,https://tcgplayer-cdn.tcgplayer.com/product/614238_200w.jpg,79,23956,https://cpt.tcgcsv.com/NJW6,2025-03-14T04:10:22.677,1,Rare,209/262,"If an opponent controls more space units than you, ready each space unit you control.",,Cunning;Heroism,Event,Gambit,3,,,,0.05,0.3,3.99,0.19,,Normal
614240,Home One - On My Mark,Home One On My Mark,https://tcgplayer-cdn.tcgplayer.com/product/614240_200w.jpg,79,23956,https://cpt.tcgcsv.com/QJW6,2025-03-14T04:10:22.677,1,Legendary,204/262,"If an opponent controls 3 or more space units, this unit costs 3 less to play.
<br>
Ambush",,Cunning;Heroism,Unit,Capital Ship;Rebel;Vehicle,9,7,8,Space,1.04,2.02,14.55,1.71,,Normal
614242,Blade Squadron B-Wing,Blade Squadron B Wing,https://tcgplayer-cdn.tcgplayer.com/product/614242_200w.jpg,79,23956,https://cpt.tcgcsv.com/SJW6,2025-03-14T04:10:22.677,1,Common,199/262,"<strong>When Played:</strong> If another player controls 3 or more exhausted units, give a Shield token to a unit.",,Cunning;Heroism,Unit,Fighter;Rebel;Vehicle,3,3,3,Space,0.04,0.15,3.99,0.07,,Normal
614247,Anakin Skywalker - I'll Try Spinning,Anakin Skywalker Ill Try Spinning,https://tcgplayer-cdn.tcgplayer.com/product/614247_200w.jpg,79,23956,https://cpt.tcgcsv.com/ZJW6,2025-03-14T04:10:22.677,1,Uncommon,197/262,"<strong>Piloting</strong> [2, Cunning, Heroism]<em>(You may play this as an upgrade on a friendly Vehicle without a Pilot.)</em>
<br>
<strong>When attached unit completes an attack</strong> <em>(and survives)</em>: You may return this upgrade to it's owner's hand.",,Cunning;Heroism,Unit,Force;Fringe;Pilot,2,2 (+2),3 (+3),Ground,0.04,0.18,3.99,0.13,,Normal
614248,Planetary Bombardment,Planetary Bombardment,https://tcgplayer-cdn.tcgplayer.com/product/614248_200w.jpg,79,23956,https://cpt.tcgcsv.com/-JW6,2025-03-14T04:10:22.677,1,Legendary,181/262,"Deal 8 indirect damage to a player. If you control a Capital Ship unit, deal 12 indirect damage instead.",,Aggression,Event,Tactic,6,,,,15.0,19.0,49.99,14.85,,Normal
614250,Red Squadron Y-Wing,Red Squadron Y Wing,https://tcgplayer-cdn.tcgplayer.com/product/614250_200w.jpg,79,23956,https://cpt.tcgcsv.com/0KW6,2025-03-14T04:10:22.677,1,Common,149/262,<strong>On Attack:</strong> Deal 3 indirect damage to the defending player. <em>(They assign 3 unpreventable damage among their base and units.)</em>,,Aggression;Heroism,Unit,Fighter;Rebel;Vehicle,2,1,3,Space,0.04,0.15,3.99,0.11,,Normal
614251,Devastator - Hunting the Rebellion,Devastator Hunting the Rebellion,https://tcgplayer-cdn.tcgplayer.com/product/614251_200w.jpg,79,23956,https://cpt.tcgcsv.com/2KW6,2025-03-14T04:10:22.677,1,Legendary,143/262,"You assign all indirect damage you deal to opponents.
<br>
<strong>When Played:</strong> Deal 4 indirect damage to each opponent.",,Aggression;Villainy,Unit,Capital Ship;Imperial;Vehicle,8,9,6,Space,8.99,13.74,29.99,8.25,,Normal
614252,Allegiant General Pryde - Ruthless and Loyal,Allegiant General Pryde Ruthless and Loyal,https://tcgplayer-cdn.tcgplayer.com/product/614252_200w.jpg,79,23956,https://cpt.tcgcsv.com/3KW6,2025-03-14T04:10:22.677,1,Rare,133/262,"<strong>When indirect damage is dealt to a unit:</strong> You may defeat a non-unique upgrade on it.
<br>
<strong>On Attack:</strong> If you have the initiative, deal 2 indirect damage to a player.",,Aggression;Villainy,Unit,Official;First Order,2,2,3,Ground,0.75,1.34,7.99,1.2,,Normal
614253,Resupply Carrier,Resupply Carrier,https://tcgplayer-cdn.tcgplayer.com/product/614253_200w.jpg,79,23956,https://cpt.tcgcsv.com/5KW6,2025-03-14T04:10:22.677,1,Common,119/262,<strong>When Played:</strong> You may put the top card of your deck into play as a resource.,,Command,Unit,Capital Ship;Imperial;Vehicle,6,4,5,Space,0.02,0.17,3.99,0.12,,Normal
614255,General Draven - Doing What Must Be Done,General Draven Doing What Must Be Done,https://tcgplayer-cdn.tcgplayer.com/product/614255_200w.jpg,79,23956,https://cpt.tcgcsv.com/7KW6,2025-03-14T04:10:22.677,1,Rare,117/262,<strong>When Played/On Attack:</strong> Create an X-Wing token.,,Command,Unit,Official;Rebel,5,2,5,Ground,0.15,0.5,3.99,0.3,,Normal
614257,Red Leader - Form Up,Red Leader Form Up,https://tcgplayer-cdn.tcgplayer.com/product/614257_200w.jpg,79,23956,https://cpt.tcgcsv.com/9KW6,2025-03-14T04:10:22.677,1,Uncommon,101/262,"This unit costs 1 less to play for each friendly Pilot unit and upgrade.
<br>
<strong>When a Pilot upgrade attaches to this unit:</strong> Create an X-Wing token.",,Command;Heroism,Unit,Fighter;Rebel;Vehicle,4,3,4,Space,0.04,0.2,3.99,0.15,,Normal
614258,Blue Leader - Scarif Air Support,Blue Leader Scarif Air Support,https://tcgplayer-cdn.tcgplayer.com/product/614258_200w.jpg,79,23956,https://cpt.tcgcsv.com/bKW6,2025-03-14T04:10:22.677,1,Uncommon,096/262,"Ambush <em>(When you play this unit, it may attack.)</em>
<br>
<strong>When Played:</strong> You may pay 2. If you do, move this unit to the ground arena and give 2 Experience tokens to it. <em>(It's a ground unit.)</em>",,Command;Heroism,Unit,Fighter;Rebel;Vehicle,3,3,3,Space,0.47,1.08,7.99,1.01,,Normal
614259,Nien Nunb - Loyal Co-Pilot,Nien Nunb Loyal Co Pilot,https://tcgplayer-cdn.tcgplayer.com/product/614259_200w.jpg,79,23956,https://cpt.tcgcsv.com/cKW6,2025-03-14T04:10:22.677,1,Rare,093/262,"This unit gets +1/+0 for each other friendly Pilot unit and upgrade.
<br><strong>Piloting</strong> [1, Command, Heroism]<em>(You may play this as an upgrade on a friendly Vehicle without a Pilot.)</em>
<br>
Attached unit gets +1/+0 for each other friendly Pilot unit and upgrade.",,Command;Heroism,Unit,Rebel;Pilot,1,1 (+1),2 (+2),Ground,0.1,0.51,5.0,0.38,,Normal
614260,The Invisible Hand - Crawling With Vultures,The Invisible Hand Crawling With Vultures,https://tcgplayer-cdn.tcgplayer.com/product/614260_200w.jpg,79,23956,https://cpt.tcgcsv.com/dKW6,2025-03-14T04:10:22.677,1,Rare,089/262,"<strong>When Played/When this unit completes an attack</strong> <em>(and survives)</em>: You may search the top 8 cards of your deck for a Droid unit, reveal it, and draw it. If it costs 2 or less, you may play it for free. <em>(Put the other cards on the bottom of your deck in a random order.)</em>",,Command;Villainy,Unit,Capital Ship;Separatist;Vehicle,6,6,6,Space,0.75,1.03,4.0,1.0,,Normal
614261,Academy Graduate,Academy Graduate,https://tcgplayer-cdn.tcgplayer.com/product/614261_200w.jpg,79,23956,https://cpt.tcgcsv.com/fKW6,2025-03-14T04:10:22.677,1,Common,058/262,"Sentinel <em>(Units in this arena can't attack your non-Sentinel units or your base.)</em>
<br><strong>Piloting</strong> [2, Vigilance]<em>(You may play this as an upgrade on a friendly Vehicle without a Pilot.)</em>
<br>
Attached unit gains Sentinel.",,Vigilance,Unit,Imperial;Pilot,2,1 (+1),2 (+2),Ground,0.04,0.15,3.99,0.07,,Normal
614263,Gold Leader - Fastest Ship in the Fleet,Gold Leader Fastest Ship in the Fleet,https://tcgplayer-cdn.tcgplayer.com/product/614263_200w.jpg,79,23956,https://cpt.tcgcsv.com/hKW6,2025-03-14T04:10:22.677,1,Uncommon,054/262,"Shielded <em>(When you play this unit, give a shield token to it.)</em>
<br>
While this unit is defending, the attacker gets -1/-0",,Heroism;Vigilance,Unit,Rebel;Transport;Vehicle,6,5,5,Space,0.03,0.15,3.99,0.08,,Normal
614266,Cassian Andor - Threading the Eye,Cassian Andor Threading the Eye,https://tcgplayer-cdn.tcgplayer.com/product/614266_200w.jpg,79,23956,https://cpt.tcgcsv.com/lKW6,2025-03-14T04:10:22.677,1,Rare,048/262,"<br><strong>Piloting</strong> [2, Vigilance, Heroism]<em>(You may play this as an upgrade on a friendly Vehicle without a Pilot.)</em>
<br>
Attached unit gains: ""<strong>On Attack:</strong> Discard a card from the defending player's deck. If that card costs 3 or less, draw a card.""",,Heroism;Vigilance,Unit,Rebel;Pilot,3,3 (+1),4 (+3),Ground,0.24,0.52,3.99,0.36,,Normal
614269,Fleet Interdictor,Fleet Interdictor,https://tcgplayer-cdn.tcgplayer.com/product/614269_200w.jpg,79,23956,https://cpt.tcgcsv.com/pKW6,2025-03-14T04:10:22.677,1,Common,040/262,"Sentintel <em>(Units in the arena can't attack your non-Sentinel units or your base.)</em>
<br>
<strong>When Defeated:</strong> You may defeat a space unit that costs 3 or less.",,Vigilance;Villainy,Unit,Capital Ship;Imperial;Vehicle,7,6,6,Space,0.04,0.15,3.99,0.09,,Normal
614271,Banshee - Crippling Command,Banshee Crippling Command,https://tcgplayer-cdn.tcgplayer.com/product/614271_200w.jpg,79,23956,https://cpt.tcgcsv.com/rKW6,2025-03-14T04:10:22.677,1,Uncommon,037/262,<strong>On Attack:</strong> You may deal damage to a unit equal to the amount of damage on this unit.,,Vigilance;Villainy,Unit,Fighter;Separatist;Vehicle,5,4,5,Space,0.04,0.16,3.99,0.08,,Normal
614277,Lando Calrissian - Buying Time,Lando Calrissian Buying Time,https://tcgplayer-cdn.tcgplayer.com/product/614277_200w.jpg,79,23956,https://cpt.tcgcsv.com/zKW6,2025-03-14T04:10:22.677,2,Rare,003/262,"Action [1, Exhaust]: Play a unit from your hand <em>(Playing its cost)</em>. If you do and you control a ground unit and a space unit, give a Shield token to a unit.
<br>
<strong>Deployed Leader Unit:</strong>
<br>
Sentinel
<br>
<strong>Piloting</strong> Attached unit is a leader unit.
<br>
Attached unit gains Sentinel
<br>
<strong>When deployed as an upgrade:</strong> You may give a Shield token to a unit in a different arena.","<strong>Epic Action:</strong> If you control 5 or more resources, choose one:
<br>
• Deploy this leader.
<br>
• Deploy this leader as an upgrade on a friendly Vehicle unit without a Pilot on it.",Heroism;Vigilance,Leader,Official;Rebel;Pilot,7,5 (+5),7 (+5),Ground,0.06,0.2,3.99,0.11,,Normal
614280,Admiral Piett - Commanding the Armada,Admiral Piett Commanding the Armada,https://tcgplayer-cdn.tcgplayer.com/product/614280_200w.jpg,79,23956,https://cpt.tcgcsv.com/DKW6,2025-03-14T04:10:22.677,2,Rare,005/262,"<strong>Action [Exhaust]</strong>: Play a Capital Ship unit from your hand. It costs 1 less.
<br><br><strong>[Deployed Leader Unit]:</strong> Each Capital Ship you play costs 2 less.","If you control 5 or more resources, deploy this leader.",Command;Villainy,Leader,Imperial;Official,5,2,7,Ground,0.05,0.2,3.99,0.1,,Normal
614285,Admiral Ackbar - It's A Trap!,Admiral Ackbar Its A Trap,https://tcgplayer-cdn.tcgplayer.com/product/614285_200w.jpg,79,23956,https://cpt.tcgcsv.com/KKW6,2025-03-14T04:10:22.677,2,Common,016/262,"<strong>Action [1, Exhaust]</strong>: Exhaust a non-leader unit. If you do, it's controller creates an X-Wing token.
<br><br><strong>[Deployed Leader Unit]: <strong>On Attack:</strong> You may exhause a unit. If you do, its controller creates an X-Wing token.","If you control 6 or more resources, deploy this leader.",Cunning;Heroism,Leader,Official;Rebel,6,3,8,Ground,0.04,0.13,3.99,0.08,,Normal
614539,R2-D2 - Artooooooooo!,R2 D2 Artooooooooo,https://tcgplayer-cdn.tcgplayer.com/product/614539_200w.jpg,79,23956,https://cpt.tcgcsv.com/PQW6,2025-03-14T04:10:22.677,1,Uncommon,245/262,"<br><strong>Piloting</strong> [0, Heroism]<em>(You may play this as an upgrade on a friendly Vehicle without a Pilot.)</em>
<br>
This Upgrade can be played on a friendly unit with a Pilot on it.
<br>
Attached unit gains: ""You may play or deploy 1 additional Pilot on this unit.""",,Heroism,Unit,Droid;Rebel;Pilot,1,1 (1),4 (+1),Ground,0.1,0.33,3.99,0.26,,Normal
614540,TIE Bomber,TIE Bomber,https://tcgplayer-cdn.tcgplayer.com/product/614540_200w.jpg,79,23956,https://cpt.tcgcsv.com/QQW6,2025-03-14T04:10:22.677,1,Common,237/262,<strong>On Attack:</strong> Deal 3 indirect damage to the defending player. <em>(They assign 3 unpreventable damage among their base and units.)</em>,,Villainy,Unit,Fighter;Imperial;Vehicle,2,0,4,Ground,0.06,0.15,3.99,0.1,,Normal
614541,Commandeer,Commandeer,https://tcgplayer-cdn.tcgplayer.com/product/614541_200w.jpg,79,23956,https://cpt.tcgcsv.com/RQW6,2025-03-14T04:10:22.677,1,Rare,235/262,"Take control of a non-leader Vehicle unit that costs 6 or less without a Pilot on it. If you do, ready it. At the start of the next regroup phase, return that unit to its owner's hand.",,Cunning,Unit,Trick,5,,,,0.15,0.99,10.0,0.46,,Normal
614542,Electromagnetic Pulse,Electromagnetic Pulse,https://tcgplayer-cdn.tcgplayer.com/product/614542_200w.jpg,79,23956,https://cpt.tcgcsv.com/SQW6,2025-03-14T04:10:22.677,1,Common,230/262,Deal 2 damage to a Droid or Vehicle unit and exhaust it.,,Cunning,Event,Tactic,1,,,,0.04,0.14,3.99,0.08,,Normal
614543,BoShek - Charismatic Smuggler,BoShek Charismatic Smuggler,https://tcgplayer-cdn.tcgplayer.com/product/614543_200w.jpg,79,23956,https://cpt.tcgcsv.com/TQW6,2025-03-14T04:10:22.677,1,Uncommon,215/262,"<strong>Piloting</strong> [2, Cunning]<em>(You may play this as an upgrade on a friendly Vehicle without a Pilot.)</em>
<br>
<strong>When played as an upgrade:</strong> Discard 2 cards from your deck. Return each of those cards with an odd cost to your hand.",,Cunning,Unit,Fringe;Pilot,3,3 (+1),4 (+2),Ground,0.04,0.15,3.99,0.09,,Normal
614544,The Mandalorian - Weathered Pilot,The Mandalorian Weathered Pilot,https://tcgplayer-cdn.tcgplayer.com/product/614544_200w.jpg,79,23956,https://cpt.tcgcsv.com/VQW6,2025-03-14T04:10:22.677,1,Uncommon,210/262,"<strong>When played as a unit:</strong> Exhaust up to 2 ground units.
<strong>Piloting</strong> [2, Cunning]<em>(You may play this as an upgrade on a friendly Vehicle without a Pilot.)</em>
<br>
<strong>When played as an upgrade:</strong> Echause an enemy unit in this arena.",,Cunning,Unit,Bounty Hunter;Mandalorian;Pilot,5,5 (+3),6 (+1),Ground,0.08,0.22,3.99,0.15,,Normal
